OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,SHAPEAREA,SHAPELEN
78,24,031,701317,24031701317,7013.17,Census Tract 7013.17,G5020,S,34784185,2465792,24031701317,701317,0,701317,91.5,7.2,1.3,4243,0.054,0.004,161944,0.131,0.036,0.927,0.039,165.477,34750.17,33998.902627,751.267373,4.540011,3.9,165.477,33697.596432,1052.573568,6.360845,4.3,38047.853838,374.8,2.048458,37247410.6994661,34376.6301570336
79,24,031,700819,24031700819,7008.19,Census Tract 7008.19,G5020,S,2247200,33501,24031700819,700819,0,700819,87.4,12.2,0.4,6966,0.049,0.038,75343,0.229,0.238,0.689,0.072,501.552,105325.92,65402.517304,39923.402696,79.599728,7.2,501.552,79621.716837,25704.203163,51.249328,10,137993.389268,11925.61,16.704876,2280529.91849998,8062.13162172663
80,24,031,701507,24031701507,7015.07,Census Tract 7015.07,G5020,S,5575882,6208,24031701507,701507,0,701507,91.5,7.5,0.9,4709,0.059,0.049,122266,0.247,0.038,0.893,0.075,352.821825,74092.58325,51943.845374,22148.737876,62.775986,7.5,353.175,54892.812207,19273.937793,54.573336,6.1,57662.12155,6362.26,20.868211,5581602.21908737,12743.0769632726
81,24,031,700608,24031700608,7006.08,Census Tract 7006.08,G5020,S,26611481,3266288,24031700608,700608,0,700608,94.2,3.4,2.5,5837,0.045,0.046,232566,0.053,0.07,0.936,0.007,40.899859,8588.97039,8585.809458,3.160932,0.077285,0.7,40.899859,8588.97039,0,0,2.4,26546.411528,2952.71,21.019908,29875076.8204833,27410.8552412662
82,24,031,703207,24031703207,7032.07,Census Tract 7032.07,G5020,S,4010262,15099,24031703207,703207,0,703207,71,27.3,1.8,6058,0.091,0.137,58306,0.221,0.508,0.301,0.116,703.430728,147720.45288,101203.574265,46516.878615,66.128585,11.6,703.430728,105322.891173,42397.561707,60.272547,13.9,142339.129926,32450.59,38.987556,4024998.45824746,7897.9233863062
83,24,031,700604,24031700604,7006.04,Census Tract 7006.04,G5020,S,42448484,3388931,24031700604,700604,0,700604,93.8,4.2,2,7024,0.071,0.027,166417,0.058,0.036,0.972,0.039,273.936,57526.56,57099.612516,426.947484,1.558567,3.9,273.936,57526.56,0,0,2.5,31128.224639,4230.53,25.125615,45833502.5393553,41848.0053420571
41,24,031,700304,24031700304,7003.04,Census Tract 7003.04,G5020,S,5497738,26281,24031700304,700304,0,700304,83.4,14.3,2.3,7766,0.062,0.084,104956,0.262,0.13,0.667,0.099,768.834,161455.14,155336.448298,6118.691702,7.958404,9.9,768.834,157151.249759,4303.890241,5.597945,8.7,131572.406902,10294.14,15.238051,5523648.63929057,11270.2971186251
42,24,031,701308,24031701308,7013.08,Census Tract 7013.08,G5020,S,13704999,46217,24031701308,701308,0,701308,94.9,4.6,0.6,3103,0.078,0.046,148885,0.103,0.03,0.917,0.062,192.578386,40441.46106,34602.819987,5838.641073,30.318257,6.2,192.193614,34584.51997,5776.13897,30.053751,8.1,47430.114835,3055.57,12.709915,13750104.942086,18420.4816487957
43,24,031,701307,24031701307,7013.07,Census Tract 7013.07,G5020,S,15357526,62186,24031701307,701307,0,701307,93.1,6.8,0.1,3912,0.053,0.072,142266,0.14,0.092,0.959,0.046,179.952,37789.92,34817.288372,2972.631628,16.519025,4.6,179.952,34571.315047,3218.604953,17.885908,5.1,35580.842488,4538.82,23.757721,15418529.3586661,23491.3103697535
44,24,031,700309,24031700309,7003.09,Census Tract 7003.09,G5020,S,2303773,17476,24031700309,700309,0,700309,79,19.2,1.9,5483,0.104,0.114,84018,0.32,0.192,0.589,0.136,746.433688,156751.07448,144877.63827,11873.43621,15.906887,13.6,745.688,146590.902215,10003.577785,13.415232,14.1,150660.903681,11424.24,14.801416,2321082.15168965,6441.28453554126
45,24,031,704000,24031704000,7040,Census Tract 7040,G5020,S,2227612,181,24031704000,704000,0,704000,68.7,30.6,0.7,6670,0.062,0.081,75912,0.25,0.226,0.588,0.1,667,140070,101093.166167,38976.833833,58.436033,10,667.667,101340.133159,38869.936841,58.21755,10.7,125821.248557,25267.03,35.119048,2227583.15211104,6162.80438125721
46,24,031,700704,24031700704,7007.04,Census Tract 7007.04,G5020,S,2915046,0,24031700704,700704,0,700704,84.3,14.7,1.2,2876,0.11,0.092,72554,0.08,0.313,0.676,0.092,265.121184,55675.44864,31782.178724,23893.269916,90.12207,9.2,264.592,39300.31732,16264.00268,61.468233,9.1,43710.486794,13294.64,48.975857,2914805.36274341,8211.50343765489
47,24,031,700500,24031700500,7005,Census Tract 7005,G5020,S,165637386,15905379,24031700500,700500,0,700500,91.6,5.5,2.9,6291,0.049,0.021,104648,0.104,0.082,0.909,0.05,314.55,66055.5,66055.5,0,0,5,314.55,66055.5,0,0,4.4,56576.52,0,0,181528274.890104,61727.9091325298
48,24,031,701506,24031701506,7015.06,Census Tract 7015.06,G5020,S,6076581,3248,24031701506,701506,0,701506,88.8,10.9,0.3,5430,0.08,0.074,134208,0.309,0.134,0.853,0.082,445.26,93504.6,57307.66486,36196.93514,81.29393,8.2,445.70526,61357.535361,32240.569239,72.336075,5.9,51600.024107,10399.54,35.224486,6079274.64030263,15118.8030605299
49,24,031,703208,24031703208,7032.08,Census Tract 7032.08,G5020,S,3913856,54985,24031703208,703208,0,703208,83.4,15.7,1,5163,0.028,0.036,124464,0.18,0.075,0.924,0.041,211.894683,44497.88343,28343.677141,16154.206289,76.236959,4.1,211.894683,30082.765436,14415.117994,68.029635,3.2,27841.860001,7579.26,44.934903,3968482.19525688,11717.0083524419
50,24,031,700206,24031700206,7002.06,Census Tract 7002.06,G5020,S,12810384,16674,24031700206,700206,0,700206,95.9,3.6,0.5,5616,0.05,0.023,125593,0.069,0.079,0.96,0.036,202.176,42456.96,41872.306673,584.653327,2.891804,3.6,202.378176,42019.704731,479.712229,2.370375,4.2,50567.216861,685.8,2.809953,12826330.6866747,20071.469782918
51,24,031,701102,24031701102,7011.02,Census Tract 7011.02,G5020,S,2083350,0,24031701102,701102,0,701102,81,18.2,0.8,6135,0.047,0.075,79719,0.08,0.306,0.693,0.054,331.29,69570.9,40354.418543,29216.481457,88.190049,5.4,330.95871,48297.185462,21204.143638,64.068849,5.6,62996.016238,11973.98,33.540569,2083163.16629584,6813.80015963568
52,24,031,700308,24031700308,7003.08,Census Tract 7003.08,G5020,S,2477204,20792,24031700308,700308,0,700308,92.9,6.6,0.5,5648,0.057,0.074,90577,0.263,0.165,0.736,0.087,491.376,103188.96,100417.543108,2771.416892,5.640114,8.7,491.376,101493.632631,1695.327369,3.450163,8.4,97490.097596,2599.26,5.45358,2497818.39697929,8064.03367794921
53,24,031,701800,24031701800,7018,Census Tract 7018,G5020,S,1544421,4681,24031701800,701800,0,701800,58.7,37.6,3.8,5130,0.067,0.093,63355,0.473,0.043,0.529,0.16,821.6208,172540.368,98227.93412,74312.43388,90.446145,16,820.8,98910.846387,73457.153613,89.494583,16.4,124391.161942,35410.44,46.533902,1548954.3065795,6715.01064096489
54,24,031,702402,24031702402,7024.02,Census Tract 7024.02,G5020,S,963457,0,24031702402,702402,0,702402,56.7,31.9,11.4,4377,0.06,0.141,67159,0.419,0.098,0.348,0.169,739.713,155339.73,100925.14135,54414.58865,73.561758,16.9,738.973287,97906.662307,57277.727963,77.509876,16.6,113673.239468,35562.42,50.042386,963362.740766086,4722.34363539528
55,24,031,702401,24031702401,7024.01,Census Tract 7024.01,G5020,S,941087,0,24031702401,702401,0,702401,77.3,20.9,1.8,2532,0.036,0.031,115694,0.242,0.148,0.742,0.061,154.452,32434.92,16416.447717,16018.472283,103.711653,6.1,154.606452,16615.274381,15852.080539,102.531818,5.9,23029.717377,7858.55,53.427921,940997.654369875,7763.99179839051
56,24,031,702601,24031702601,7026.01,Census Tract 7026.01,G5020,S,337811,0,24031702601,702601,0,702601,38.1,56.1,5.8,4405,0.077,0.08,67779,0.401,0.098,0.036,0.198,872.19,183159.9,136045.808059,47114.091941,54.018152,19.8,872.19,132683.853618,50476.046382,57.872764,21.1,158938.745126,43026.24,44.738002,337779.249559633,3510.57175243512
57,24,031,702200,24031702200,7022,Census Tract 7022,G5020,S,1653916,0,24031702200,702200,0,702200,85.8,13.6,0.5,4597,0.045,0.032,130893,0.104,0.255,0.841,0.024,110.217672,23145.71112,13963.275217,9182.435903,83.31183,2.4,110.438328,13959.546212,9232.502668,83.598718,3.9,25566.524902,8372.84,51.806969,1653757.64746481,7141.22595282181
58,24,031,702101,24031702101,7021.01,Census Tract 7021.01,G5020,S,1655657,22566,24031702101,702101,0,702101,80,19.6,0.4,5656,0.131,0.138,54183,0.348,0.419,0.478,0.144,814.464,171037.44,103075.906512,67961.533488,83.443263,14.4,814.464,102606.202224,68431.237776,84.019966,15.4,145707.586817,37530.85,43.012149,1678065.98077786,6219.29730684795
59,24,031,703000,24031703000,7030,Census Tract 7030,G5020,S,1061606,0,24031703000,703000,0,703000,76.5,22.7,0.7,1915,0.084,0.027,109722,0.211,0.143,0.93,0.065,124.350525,26113.61025,16632.922289,9480.687961,76.24164,6.5,124.599475,16832.294079,9333.595671,74.908788,5.9,17619.053706,4658.17,43.910996,1061506.75831148,6118.03338361282
60,24,031,705702,24031705702,7057.02,Census Tract 7057.02,G5020,S,2452278,141694,24031705702,705702,0,705702,88.3,10.6,1.2,4448,0.047,0.026,174464,0,0.074,0.903,0.021,93.501408,19635.29568,16006.709025,3628.586655,38.807829,2.1,93.314592,15460.049166,4136.015154,44.323348,2.6,21612.475694,2498.88,21.764252,2593709.94617611,6922.07035836063
103,24,031,700614,24031700614,7006.14,Census Tract 7006.14,G5020,S,2291783,23229,24031700614,700614,0,700614,84.6,15.2,0.2,4998,0.065,0.064,74389,0.235,0.192,0.633,0.098,489.804,102858.84,65656.867833,37201.972167,75.952773,9.8,489.804,78049.819744,24809.020256,50.650914,8.9,72687.382992,12314.74,30.423887,2314831.04073976,7793.88429497049
104,24,031,700611,24031700611,7006.11,Census Tract 7006.11,G5020,S,15821767,155107,24031700611,700611,0,700611,89.7,9.3,1,6692,0.065,0.02,151147,0.09,0.134,0.925,0.033,220.836,46375.56,46012.291637,363.268363,1.644969,3.3,220.836,46375.56,0,0,3.8,50684.443996,2230.94,8.853694,15975661.1199293,18944.4798834053
105,24,031,700616,24031700616,7006.16,Census Tract 7006.16,G5020,S,2880135,16530,24031700616,700616,0,700616,92.5,7,0.5,4452,0.071,0.018,127228,0.107,0.032,0.939,0.058,258.216,54225.36,33495.477131,20729.882869,80.281171,5.8,257.957784,40893.511848,13277.622792,51.472077,4.9,39781.076844,6379.86,29.023916,2896421.14088334,10391.0927162523
106,24,031,700820,24031700820,7008.20,Census Tract 7008.20,G5020,S,926225,0,24031700820,700820,0,700820,77.2,13,9.9,2960,0.065,0.157,62558,0.357,0.274,0.401,0.14,414.8144,87111.024,53554.004008,33557.019992,80.896468,14,413.9856,64269.411296,22667.564704,54.754476,12.9,61653.960904,19561.86,50.58116,926153.219684312,4395.91918998033
107,24,031,700823,24031700823,7008.23,Census Tract 7008.23,G5020,S,1609764,41448,24031700823,700823,0,700823,93.8,5.7,0.6,3313,0.052,0.039,109417,0.104,0.159,0.899,0.043,142.601459,29946.30639,17201.124668,12745.181722,89.376236,4.3,142.459,21572.668637,8343.721363,58.569282,3.3,17935.51271,5626.49,50.146946,1651078.47531025,6053.08328940181
108,24,031,700829,24031700829,7008.29,Census Tract 7008.29,G5020,S,3835476,63868,24031700829,700829,0,700829,91.7,8.3,0,3027,0.016,0.039,128594,0.059,0.14,0.824,0.025,75.675,15891.75,9054.831495,6836.918505,90.345801,2.5,75.675,11409.872033,4481.877967,59.225345,3.5,16282.815622,5333.53,51.814586,3899030.33711326,9898.94302989499
109,24,031,700822,24031700822,7008.22,Census Tract 7008.22,G5020,S,733243,0,24031700822,700822,0,700822,85.7,11.7,2.6,1778,0.042,0.269,65476,0.121,0.377,0.542,0.098,174.244,36591.24,21364.439133,15226.800867,87.387806,9.8,174.069756,26469.148382,10085.500378,57.939418,10.3,27450.631861,8649.84,50.316963,733182.879597992,4122.65970658057
110,24,031,700826,24031700826,7008.26,Census Tract 7008.26,G5020,S,2009665,113940,24031700826,700826,0,700826,89.6,7.8,2.6,5721,0.018,0.014,122981,0.081,0.073,0.713,0.046,263.166,55264.86,32593.13497,22671.72503,86.149902,4.6,263.166,40711.295406,14553.564594,55.301842,5,47718.750901,14777.25,49.654735,2123429.76446611,7272.52755964005
111,24,031,700716,24031700716,7007.16,Census Tract 7007.16,G5020,S,2903904,8661,24031700716,700716,0,700716,87.2,11.2,1.6,7653,0.078,0.042,83726,0.149,0.206,0.853,0.066,505.098,106070.58,63298.85444,42771.72556,84.680053,6.6,505.098,76505.536135,29565.043865,58.533282,9.4,117276.203597,30517.18,43.361936,2912344.65984444,8579.50808131378
112,24,031,700715,24031700715,7007.15,Census Tract 7007.15,G5020,S,2361588,4884,24031700715,700715,0,700715,82.9,16.2,0.9,6267,0.089,0.047,98433,0.272,0.289,0.784,0.074,463.758,97389.18,61007.68606,36381.49394,78.449307,7.4,463.758,70760.58762,26628.59238,57.419155,7.6,80893.474722,15712.41,34.155324,2366294.99927245,7449.01225469472
113,24,031,703502,24031703502,7035.02,Census Tract 7035.02,G5020,S,1417535,27670,24031703502,703502,0,703502,86,13.4,0.6,3164,0.091,0.183,71875,0.073,0.284,0.709,0.098,310.072,65115.12,49317.071541,15798.048459,50.949613,9.8,310.072,49496.038584,15619.081416,50.372434,14.7,87626.063538,15757.57,32.007862,1445075.52600673,6304.81249808462
114,24,031,704300,24031704300,7043,Census Tract 7043,G5020,S,1968531,44058,24031704300,704300,0,704300,81.6,15.4,3,3769,0.027,0.008,137500,0.025,0.085,0.882,0.022,82.918,17412.78,13680.736853,3732.043147,45.008842,2.2,82.835082,13729.275791,3666.091429,44.257715,3,20131.825216,2957.67,26.90018,2012396.17367559,7246.52085209308
115,24,031,701206,24031701206,7012.06,Census Tract 7012.06,G5020,S,4968965,7728,24031701206,701206,0,701206,84.1,15,1,6671,0.051,0.023,141151,0.058,0.132,0.852,0.035,233.718485,49080.88185,33712.830443,15368.051407,65.75454,3.5,233.485,38972.376396,10059.473604,43.084025,3.4,38376.823417,8240.24,37.120525,4976245.01091859,9746.17325292348
84,24,031,701205,24031701205,7012.05,Census Tract 7012.05,G5020,S,6786696,15949,24031701205,701205,0,701205,85.2,14.6,0.1,6621,0.04,0.033,174792,0.025,0.045,0.801,0.035,231.503265,48615.68565,44494.898312,4120.787338,17.800126,3.5,231.503265,44369.019981,4246.665669,18.343869,2.9,32180.362114,6539.86,35.469071,6802019.63584473,11952.8249928448
85,24,031,701417,24031701417,7014.17,Census Tract 7014.17,G5020,S,2138280,1111,24031701417,701417,0,701417,89.8,9.4,0.9,5505,0.116,0.137,63394,0.551,0.1,0.317,0.213,1173.737565,246484.88865,207974.188156,38510.700494,32.810316,21.3,1173.737565,214325.320227,32159.568423,27.399284,21,225809.588108,34027.61,27.50106,2139201.29654741,7322.53696280832
86,24,031,700610,24031700610,7006.10,Census Tract 7006.10,G5020,S,4786151,413271,24031700610,700610,0,700610,88.8,6.8,4.4,2063,0.043,0.042,142073,0.084,0.11,0.899,0.034,70.142,14729.82,9068.990457,5660.829543,80.705277,3.4,70.142,11011.050608,3718.769392,53.017727,2.9,10730.255868,1370.57,23.78519,5199011.33698073,11784.9214676788
87,24,031,701004,24031701004,7010.04,Census Tract 7010.04,G5020,S,3081571,7866,24031701004,701004,0,701004,76.7,20.8,2.4,5181,0.046,0.072,108603,0.084,0.073,0.716,0.075,388.186425,81519.14925,48504.672041,33014.477209,85.047995,7.5,388.186425,59630.838944,21888.310306,56.386079,7.3,62952.153547,15154.2,40.744208,3089175.27552302,7527.89323833069
88,24,031,700105,24031700105,7001.05,Census Tract 7001.05,G5020,S,6065290,37068,24031700105,700105,0,700105,85.7,14.3,0,6698,0.056,0.01,103480,0.25,0.156,0.869,0.058,388.484,81581.64,50211.870589,31369.769411,80.749193,5.8,388.095516,58382.177255,23117.881105,59.567504,7.6,92974.063542,12569.42,25.009384,6101911.10925284,10848.6440544202
89,24,031,700104,24031700104,7001.04,Census Tract 7001.04,G5020,S,2409940,16378,24031700104,700104,0,700104,88.6,9.9,1.5,5429,0.049,0.045,112337,0.269,0.23,0.949,0.04,217.16,45603.6,27569.749738,18033.850262,83.04407,4,217.16,32712.890887,12890.709113,59.360421,4.5,36672.030733,10927.62,48.210439,2426152.54250455,10087.2996900367
90,24,031,700720,24031700720,7007.20,Census Tract 7007.20,G5020,S,1539032,5558,24031700720,700720,0,700720,82.7,17.3,0,3675,0.042,0.018,94624,0.153,0.369,0.556,0.048,176.4,37044,20973.383278,16070.616722,91.103269,4.8,176.4,26031.266104,11012.733896,62.430464,6.1,32747.634401,11177.86,53.439351,1544468.45877239,6599.88135114858
91,24,031,700830,24031700830,7008.30,Census Tract 7008.30,G5020,S,1774034,4095,24031700830,700830,0,700830,90.7,7.5,1.8,2749,0.063,0.069,64621,0.308,0.332,0.103,0.141,387.609,81397.89,74022.53392,7375.35608,19.027825,14.1,387.221391,75352.340712,5964.151398,15.402433,12,57202.718835,8166.08,26.233877,1778002.49331953,5438.13260820008
92,24,031,700311,24031700311,7003.11,Census Tract 7003.11,G5020,S,11226664,20493,24031700311,700311,0,700311,94.5,5.2,0.3,7918,0.072,0.012,130114,0.153,0.123,0.875,0.054,427.572,89790.12,88571.716089,1218.403911,2.849588,5.4,427.572,88800.805844,989.314156,2.313795,5,71356.615401,200.88,0.589537,11246475.5578954,18844.5078761633
93,24,031,700833,24031700833,7008.33,Census Tract 7008.33,G5020,S,2322209,17018,24031700833,700833,0,700833,93,7.1,0,4435,0.135,0.128,81056,0.28,0.251,0.785,0.123,546.050505,114670.60605,68750.341404,45920.264646,84.09527,12.3,546.050505,86309.587746,28361.018304,51.938453,13.6,109352.304328,22023.7,35.204117,2339057.85755909,7049.46942936078
94,24,031,700722,24031700722,7007.22,Census Tract 7007.22,G5020,S,2658520,13616,24031700722,700722,0,700722,88.2,10.8,1,4075,0.03,0.071,77614,0.255,0.195,0.498,0.095,387.125,81296.25,49678.394027,31617.855973,81.673506,9.5,386.737875,60865.269152,20349.684598,52.618804,10,76137.297089,13070.7,30.769075,2671931.26270223,7751.20032617205
95,24,031,706007,24031706007,7060.07,Census Tract 7060.07,G5020,S,12809521,90908,24031706007,706007,0,706007,94.8,4.3,0.9,7234,0.025,0.015,201128,0.052,0.055,0.94,0.003,21.702,4557.42,4511.044911,46.375089,2.136904,0.3,21.702,4529.239911,28.180089,1.298502,1.2,15270.486303,3034.79,34.815456,12899256.1547793,15416.1663727759
96,24,031,700811,24031700811,7008.11,Census Tract 7008.11,G5020,S,1496732,8739,24031700811,700811,0,700811,85.3,13.5,1.3,5052,0.049,0.05,83389,0.258,0.367,0.724,0.052,262.966704,55223.00784,34324.413484,20898.594356,79.472397,5.2,262.966704,40427.476475,14795.531365,56.263896,5.2,47145.817128,5499.5,21.937289,1505359.72135908,5651.23201357195
97,24,031,701211,24031701211,7012.11,Census Tract 7012.11,G5020,S,6583115,16537,24031701211,701211,0,701211,79.5,20,0.5,6208,0.074,0.064,114255,0.154,0.091,0.582,0.103,639.424,134279.04,78256.3918,56022.6482,87.614241,10.3,638.784576,96361.884842,37782.876118,59.148072,9.9,93943.792125,33914.71,55.702895,6599099.35134766,14973.3557812046
98,24,031,701303,24031701303,7013.03,Census Tract 7013.03,G5020,S,4142181,130376,24031701303,701303,0,701303,91.9,7.4,0.6,3802,0.044,0.021,133182,0.117,0.035,0.911,0.046,174.717108,36690.59268,19971.073621,16719.519059,95.694802,4.6,174.717108,24692.505296,11998.087384,68.671509,4.1,26862.050322,5873.17,37.677023,4272194.20855505,11293.7925027144
99,24,031,703202,24031703202,7032.02,Census Tract 7032.02,G5020,S,4113540,13920,24031703202,703202,0,703202,85.4,14.1,0.5,6029,0.048,0.039,118371,0.071,0.145,0.842,0.043,259.247,54441.87,44928.50664,9513.36336,36.696137,4.3,259.247,45153.096221,9288.773779,35.829822,4.9,46423.262938,16211.97,54.354603,4127104.30158382,11433.9793807555
100,24,031,706005,24031706005,7060.05,Census Tract 7060.05,G5020,S,10141370,34310,24031706005,706005,0,706005,92.4,6.6,0.9,4672,0.038,0.036,214776,0.067,0.066,0.874,0.016,74.677248,15682.22208,15562.156997,120.065083,1.607787,1.6,74.826752,15567.841778,145.776142,1.948182,1.9,16271.350794,2409.83,27.089516,10174727.608802,15693.9348962591
101,24,031,700903,24031700903,7009.03,Census Tract 7009.03,G5020,S,3838033,12274,24031700903,700903,0,700903,83.7,15.2,1,1923,0.085,0.147,82222,0.25,0.222,0.435,0.138,265.108626,55672.81146,31939.144597,23733.666863,89.52431,13.8,265.108626,37646.631962,18026.179498,67.995447,15.2,48244.632517,12754.49,43.909525,3849981.21332903,8936.12834110045
102,24,031,700905,24031700905,7009.05,Census Tract 7009.05,G5020,S,787002,0,24031700905,700905,0,700905,60.2,35.9,3.8,4034,0.034,0.021,86630,0.048,0.043,0.139,0.127,511.805682,107479.19322,93683.004174,13796.189046,26.955912,12.7,512.318,94337.23444,13249.54556,25.861956,11.4,77979.777659,17445.06,38.391084,786927.600237625,3724.88073243195
139,24,031,700721,24031700721,7007.21,Census Tract 7007.21,G5020,S,431407,7882,24031700721,700721,0,700721,75.4,24.6,0,2528,0.061,0.051,60648,0.299,0.227,0.585,0.103,260.384,54680.64,35788.797088,18891.842912,72.553778,10.3,260.384,41454.725213,13225.914787,50.793884,11.4,48637.434516,10207.09,36.426297,439254.515476359,3266.66821311556
140,24,031,701219,24031701219,7012.19,Census Tract 7012.19,G5020,S,2253594,1538,24031701219,701219,0,701219,62.1,31.9,6,3418,0.165,0.152,59375,0.155,0.303,0.015,0.21,717.78,150733.8,129356.893101,21376.906899,29.781976,21,717.78,130663.423017,20070.376983,27.961739,21.5,114647.854353,19808.85,30.938269,2254930.02012569,9812.85189020398
141,24,031,700713,24031700713,7007.13,Census Tract 7007.13,G5020,S,1372979,89855,24031700713,700713,0,700713,69.3,23.4,7.3,5595,0.057,0.097,48485,0.246,0.398,0.351,0.108,604.26,126894.6,76535.564523,50359.035477,83.340012,10.8,603.65574,93225.348193,33542.357207,55.565374,13.3,116137.582157,39655.96,53.453764,1462723.86029916,7743.94080339849
142,24,031,700902,24031700902,7009.02,Census Tract 7009.02,G5020,S,1710906,0,24031700902,700902,0,700902,68.4,22.8,8.8,3855,0.06,0.063,88068,0.215,0.298,0.656,0.072,277.56,58287.6,41002.426723,17285.173277,62.275448,7.2,277.83756,46537.294419,11808.593181,42.501788,8.3,49024.353856,13009.02,44.039094,1710761.857581,6141.95331348171
143,24,031,701212,24031701212,7012.12,Census Tract 7012.12,G5020,S,9905156,525267,24031701212,701212,0,701212,90.9,9,0.1,2700,0.041,0.001,152656,0.148,0.077,0.945,0.028,75.6,15876,9267.014509,6608.985491,87.420443,2.8,75.6,11164.319786,4711.680214,62.323812,1.7,7783.122682,1680.95,37.298851,10429568.7339578,17004.5550256438
144,24,031,700901,24031700901,7009.01,Census Tract 7009.01,G5020,S,1695211,0,24031700901,700901,0,700901,69.2,25.7,5,4016,0.057,0.134,78917,0.143,0.095,0.352,0.14,561.67776,117952.3296,82847.685467,35104.644133,62.499616,14,562.24,94977.328976,23093.071024,41.073333,12.2,66034.246382,26197.75,59.648801,1695068.63220141,7663.65893868742
145,24,031,701001,24031701001,7010.01,Census Tract 7010.01,G5020,S,4960760,78469,24031701001,701001,0,701001,80.6,17.2,2.3,5740,0.022,0.068,101346,0.112,0.116,0.741,0.058,333.25292,69983.1132,47040.337097,22942.776103,68.844936,5.8,332.92,54737.664035,15175.535965,45.583131,5.5,47838.812657,14785.29,49.580121,5038782.95519942,10285.3332022081
146,24,031,700816,24031700816,7008.16,Census Tract 7008.16,G5020,S,3021725,26472,24031700816,700816,0,700816,81.2,15.8,3,8098,0.069,0.074,72681,0.164,0.288,0.469,0.099,801.702,168357.42,98395.245601,69962.174399,87.267057,9.9,800.900298,122162.060007,46027.002573,57.469079,11.2,139831.944732,42753.82,49.173064,3047940.20346238,10141.7345111068
147,24,031,700813,24031700813,7008.13,Census Tract 7008.13,G5020,S,2479622,26527,24031700813,700813,0,700813,84.9,14.4,0.7,6386,0.069,0.154,76018,0.265,0.302,0.769,0.088,561.968,118013.28,73503.629653,44509.650347,79.203176,8.8,561.968,89386.857394,28626.422606,50.939596,8.4,88338.030188,18278.13,36.002115,2505965.47093352,7966.41277165259
148,24,031,701101,24031701101,7011.01,Census Tract 7011.01,G5020,S,2309025,1534,24031701101,701101,0,701101,83.1,15.4,1.6,4496,0.048,0.086,103869,0.068,0.271,0.908,0.031,139.515376,29298.22896,17018.113704,12280.115256,88.019798,3.1,139.515376,20483.906025,8814.322935,63.178147,4.7,35130.121215,8574.24,41.199325,2310354.9200127,8127.36208156869
149,24,031,701218,24031701218,7012.18,Census Tract 7012.18,G5020,S,726932,0,24031701218,701218,0,701218,71.1,25.3,3.6,2821,0.039,0.057,74565,0.123,0.184,0.152,0.124,349.804,73458.84,61531.224078,11927.615922,34.097998,12.4,349.804,61568.253397,11890.586603,33.99214,14.1,69511.19607,15439.89,38.167581,726866.189039031,3767.72409552615
150,24,031,701216,24031701216,7012.16,Census Tract 7012.16,G5020,S,1355821,505,24031701216,701216,0,701216,53.5,39.4,7.1,4548,0.061,0.049,86667,0.101,0.071,0.437,0.116,527.568,110789.28,97029.779313,13759.500687,26.080999,11.6,527.568,95691.145551,15098.134449,28.618367,10.1,70409.246602,18906.06,44.452326,1356201.39423307,5396.90068405666
151,24,031,706011,24031706011,7060.11,Census Tract 7060.11,G5020,S,3798914,826,24031706011,706011,0,706011,91.7,8.3,0,5294,0.07,0.041,197832,0.052,0.06,0.919,0.033,174.702,36687.42,36093.485943,593.934057,3.399698,3.3,174.702,36117.936623,569.483377,3.259742,2.8,26569.819865,4264.9,29.046122,3799389.78020788,10017.5011223104
152,24,031,706013,24031706013,7060.13,Census Tract 7060.13,G5020,S,4070947,36491,24031706013,706013,0,706013,89.6,8.5,1.9,2914,0.01,0.03,213438,0.036,0.137,0.897,0,0,0,0,0,0,0,0,0,0,0,0.2,1163.019661,35.24,6.176017,4107048.71299042,11187.605834527
153,24,031,706010,24031706010,7060.10,Census Tract 7060.10,G5020,S,2003392,4672,24031706010,706010,0,706010,87,12.3,0.8,2812,0.007,0.049,127167,0.159,0.044,0.825,0.045,126.66654,26599.9734,26101.677297,498.296103,3.933921,4.5,126.66654,26149.30524,450.66816,3.55791,3.1,15426.781344,1935.39,23.409033,2007875.38006956,7635.75719040059
154,24,031,706012,24031706012,7060.12,Census Tract 7060.12,G5020,S,2106169,30539,24031706012,706012,0,706012,89.1,9.7,1.1,3195,0.068,0.126,64909,0.117,0.14,0.642,0.11,351.09855,73730.6955,72091.82384,1638.87166,4.667839,11,351.45,72342.709844,1461.790156,4.159312,11.6,63946.287686,12641.55,34.6625,2136508.64305897,6972.91519913241
