OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,GEOGRAPH,TRACT,POVERTY200,TRACTCE,PERCENT_CA,PERCENT_TR,PERCENT_WA,TOTAL_POP,UNEMPLOYME,POVERTY_RA,MEDIAN_INC,PERCENT_BL,PERCENT_HI,HOME_OWN,F15_FI_RATE,F15_FI_POP,F15_LB_NEED,F15_LB_UNME,F15_DISTRIB,F15_PPIN,FY_FI_RATE,FY_FI_POP,FY_LB_UNME,FY_DISTRIB,FY_PPIN,F14_FI_RATE,F14_LB_UNME,F14_DISTRIB,F14_PPIN,SHAPEAREA,SHAPELEN
530,51,059,452801,51059452801,4528.01,Census Tract 4528.01,G5020,S,1155540,557,51059452801,452801,0,452801,86.5,11.9,1.6,5340,0.05,0.173,82457,0.185,0.191,0.472,0.117,624.78,131203.8,89013.853435,42189.946565,67.527684,11.7,624.78,90535.803848,40667.996152,65.091706,15,95044.130189,60282.37,81.50121,1155982.41446679,6709.6839299206
531,51,059,451601,51059451601,4516.01,Census Tract 4516.01,G5020,S,966039,0,51059451601,451601,0,451601,61.7,31.9,6.4,5697,0.115,0.21,47214,0.044,0.757,0.108,0.112,638.064,133993.44,95812.506465,38180.933535,59.838721,11.2,638.064,96443.361615,37550.078385,58.850019,16.4,137499.098681,58774.46,62.884868,965939.815624875,5461.03705819731
532,51,059,452102,51059452102,4521.02,Census Tract 4521.02,G5020,S,2325819,8848,51059452102,452102,0,452102,95.4,3.6,0.9,3301,0.039,0.155,76667,0.087,0.379,0.657,0.056,184.671144,38780.94024,12753.189471,26027.750769,140.941082,5.6,184.856,16436.905714,22382.854286,121.08265,9.5,42844.701091,17364.4,60.564329,2334431.45216956,6892.65291859938
533,51,059,451900,51059451900,4519,Census Tract 4519,G5020,S,2768995,15602,51059451900,451900,0,451900,87.2,9.7,3.1,5679,0.028,0.056,100357,0.187,0.349,0.583,0.046,261.234,54859.14,37390.935,17468.205,66.868038,4.6,261.495234,38162.349092,16751.650048,64.061015,7.8,55302.018822,31299.04,75.897437,2784319.54625231,7849.96784982955
534,51,059,415300,51059415300,4153,Census Tract 4153,G5020,S,2145089,0,51059415300,415300,0,415300,88.5,11.6,0,3865,0.068,0.016,83895,0.148,0.274,0.788,0.052,201.18098,42248.0058,28186.45998,14061.54582,69.895006,5.2,200.77902,28466.738151,13696.856049,68.218562,6.4,36841.769039,12872.79,54.376143,2144880.22560379,7126.13833809943
535,51,059,420400,51059420400,4204,Census Tract 4204,G5020,S,772620,96901,51059420400,420400,0,420400,64.5,34.2,1.2,3006,0.051,0.033,72415,0.145,0.219,0.294,0.107,321.320358,67477.27518,46233.384452,21243.890728,66.114363,10.7,321.642,44267.826706,23276.993294,72.369259,11.9,43072.390669,23376.02,73.876321,869435.290858008,4813.60304709707
536,51,059,415900,51059415900,4159,Census Tract 4159,G5020,S,4601618,262593,51059415900,415900,0,415900,91.5,8,0.6,3164,0.021,0.034,165438,0.079,0.153,0.865,0.009,28.504476,5985.93996,4240.350319,1745.589641,61.239142,0.9,28.476,4298.008457,1681.951543,59.065583,0.8,4492.827854,863.01,33.838306,4863759.27579292,11764.5007796855
537,51,059,416000,51059416000,4160,Census Tract 4160,G5020,S,3437185,2726,51059416000,416000,0,416000,90.7,6.1,3.2,5982,0.08,0.136,80588,0.17,0.166,0.641,0.112,669.984,140696.64,100642.329142,40054.310858,59.783981,11.2,669.984,103023.762105,37672.877895,56.229519,11.4,106376.636403,26538.24,41.929325,3439585.77047625,8789.30710596826
538,51,059,416100,51059416100,4161,Census Tract 4161,G5020,S,5523615,1896033,51059416100,416100,0,416100,93.8,5.7,0.6,3703,0.053,0.019,159943,0.085,0.071,0.922,0.031,114.907793,24130.63653,17352.273506,6778.363024,58.989585,3.1,114.793,17685.246703,6421.283297,55.937934,1.8,11517.795459,1829.38,28.782915,7418967.11015624,14203.9396455017
539,51,059,432600,51059432600,4326,Census Tract 4326,G5020,S,3058729,50597,51059432600,432600,0,432600,93.7,5.9,0.3,5092,0.051,0.052,145125,0.083,0.14,0.917,0.031,157.694148,33115.77108,26583.837659,6531.933421,41.421533,3.1,157.694148,26881.779068,6233.992012,39.532171,3.7,30190.217786,8364.52,45.559889,3109034.29248698,9357.30790414114
503,51,153,901505,51153901505,9015.05,Census Tract 9015.05,G5020,S,6927307,47684,51153901505,901505,0,901505,95,4.2,0.8,7318,0.055,0.017,175446,0.134,0.062,0.862,0.039,285.402,59934.42,53289.203017,6645.216983,23.283709,3.9,285.116598,54933.129708,4941.355872,17.331,4.2,59663.516674,3178.98,10.623169,6974298.64012176,13336.3053840734
504,51,153,901510,51153901510,9015.10,Census Tract 9015.10,G5020,S,7969769,146338,51153901510,901510,0,901510,95.5,4,0.6,5032,0.071,0.017,153125,0.105,0.053,0.951,0.044,221.629408,46542.17568,42183.312126,4358.863554,19.667352,4.4,221.408,43165.976015,3329.703985,15.03877,5.5,51425.833625,1484.72,5.892784,8115299.7519603,15843.1957818552
505,51,153,901508,51153901508,9015.08,Census Tract 9015.08,G5020,S,8028118,22280,51153901508,901508,0,901508,97.6,2.2,0.2,4123,0.068,0.034,99917,0.171,0.134,0.721,0.079,325.717,68400.57,61929.999365,6470.570635,19.865621,7.9,325.391283,63437.601242,4894.568188,15.0421,10,82879.287443,2170.71,5.359784,8049607.88187543,12656.5212622193
506,51,153,901506,51153901506,9015.06,Census Tract 9015.06,G5020,S,2083639,1478,51153901506,901506,0,901506,96.6,3.4,0,5056,0.047,0.028,103082,0.155,0.205,0.802,0.046,232.576,48840.96,43375.129058,5465.830942,23.501268,4.6,232.576,44794.234084,4046.725916,17.399585,3.2,32330.475908,1726.48,10.645743,2084911.01651849,7064.75263009238
507,51,153,901212,51153901212,9012.12,Census Tract 9012.12,G5020,S,3086947,9775,51153901212,901212,0,901212,88.9,6.3,4.8,7022,0.129,0.066,92217,0.339,0.274,0.671,0.117,821.574,172530.54,167425.785967,5104.754033,6.213383,11.7,822.395574,164671.98338,8031.08716,9.76548,13.3,173184.678943,24950.74,26.444821,3096451.27886611,9144.64830228231
508,51,153,901001,51153901001,9010.01,Census Tract 9010.01,G5020,S,53943536,61480,51153901001,901001,0,901001,94.2,3,2.6,6670,0.091,0.05,92466,0.318,0.145,0.713,0.107,712.26262,149575.1502,106109.506671,43465.643529,61.024743,10.7,713.69,109322.988018,40551.911982,56.820065,12,148616.774777,18358.43,23.088876,54000955.7759195,33697.1252750959
509,51,683,910100,51683910100,9101,Census Tract 9101,G5020,S,3136469,309,51683910100,910100,0,910100,96.1,2.8,1,4139,0.052,0.138,78750,0.141,0.193,0.803,0.076,314.249436,65992.38156,13236.96431,52755.41725,167.877524,7.6,314.564,28886.488276,37171.951724,118.169758,7.9,50732.734562,17634.65,54.167309,3136475.86431991,8166.00307673
510,51,683,910302,51683910302,9103.02,Census Tract 9103.02,G5020,S,2929327,18791,51683910302,910302,0,910302,97.3,2,0.7,6012,0.053,0.138,65556,0.113,0.339,0.552,0.083,498.996,104789.16,23040.843036,81748.316964,163.825596,8.3,498.996,47182.404543,57606.755457,115.445325,12.5,110555.642817,38045.61,53.765209,2947837.82719027,7997.43391303957
511,51,683,910402,51683910402,9104.02,Census Tract 9104.02,G5020,S,9919370,97362,51683910402,910402,0,910402,88.7,10.5,0.7,5269,0.067,0.033,84228,0.164,0.132,0.771,0.077,405.307287,85114.53027,17797.071636,67317.458634,166.089929,7.7,405.713,37917.255414,47282.474586,116.54168,5.4,40713.976375,16008.7,59.267788,10015773.9606934,24008.1143515072
512,51,683,910202,51683910202,9102.02,Census Tract 9102.02,G5020,S,2265943,29354,51683910202,910202,0,910202,96.7,3.3,0,7824,0.086,0.082,68786,0.167,0.332,0.689,0.08,625.92,131443.2,23109.996445,108333.203555,173.078354,8,625.92,54589.735924,76853.464076,122.784803,10.4,127505.003811,44070.04,53.939708,2295072.42415439,9469.60264360771
513,51,683,910201,51683910201,9102.01,Census Tract 9102.01,G5020,S,2732445,0,51683910201,910201,0,910201,92.3,4,3.7,4669,0.043,0.058,71722,0.097,0.241,0.629,0.066,308.154,64712.34,13008.380868,51703.959132,167.786104,6.6,308.154,28071.398725,36640.941275,118.904643,7.7,51775.055236,17804.45,53.736157,2732177.19301166,7239.25281097567
514,51,683,910301,51683910301,9103.01,Census Tract 9103.01,G5020,S,2980857,1635,51683910301,910301,0,910301,96,1.5,2.6,4620,0.074,0.155,65357,0.173,0.334,0.479,0.11,508.7082,106828.722,24482.125589,82346.596411,161.873932,11,508.7082,51124.115476,55704.606524,109.502081,12.5,90311.018214,30648.98,53.210039,2982212.01383075,7387.29792985765
515,51,683,910401,51683910401,9104.01,Census Tract 9104.01,G5020,S,1626452,1088,51683910401,910401,0,910401,95.7,4.1,0.2,6784,0.106,0.205,70938,0.268,0.55,0.655,0.092,624.128,131066.88,26197.294939,104869.585061,168.025766,9.2,624.128,57667.478283,73399.401717,117.603123,12.6,121507.965536,47624.35,59.131894,1627384.02816451,5969.84433478371
516,51,610,500300,51610500300,5003,Census Tract 5003,G5020,S,1708316,0,51610500300,500300,0,500300,72.1,24.5,3.5,3912,0.067,0.027,116786,0.01,0.034,0.488,0.096,375.927552,78944.78592,37731.161904,41213.624016,109.631826,9.6,375.552,42373.865134,36492.054866,97.169113,9.6,52598.012333,20421.51,58.731098,1708146.35868448,6446.70794774897
517,51,610,500100,51610500100,5001,Census Tract 5001,G5020,S,1524546,0,51610500100,500100,0,500100,80.8,17.5,1.7,2996,0.038,0.026,131597,0.016,0.043,0.854,0.038,113.848,23908.08,11480.878929,12427.201071,109.156077,3.8,113.961848,13378.341288,10553.646792,92.606841,3.2,14401.417622,4428.02,49.384618,1524394.208851,5735.52217189141
518,51,610,500200,51610500200,5002,Census Tract 5002,G5020,S,1943951,6,51610500200,500200,0,500200,74.3,22.2,3.5,5823,0.045,0.055,117117,0.102,0.159,0.54,0.074,430.902,90489.42,47246.245309,43243.174691,100.35501,7.4,430.902,51853.096196,38636.323804,89.66383,8.6,79041.849167,27078.71,53.585557,1943761.05925755,5841.46466178384
519,51,059,431002,51059431002,4310.02,Census Tract 4310.02,G5020,S,821741,11692,51059431002,431002,0,431002,90.3,9.7,0,2166,0.066,0.017,111375,0.167,0.103,0.845,0.063,136.458,28656.18,25676.53883,2979.64117,21.835592,6.3,136.458,25966.990764,2689.189236,19.707084,4.9,17092.30186,4815.11,46.156652,833350.339656789,4138.31158539137
520,51,059,490502,51059490502,4905.02,Census Tract 4905.02,G5020,S,9692362,40514,51059490502,490502,0,490502,92.7,7.2,0,6384,0.084,0.018,171538,0.047,0.038,0.887,0.048,306.125568,64286.36928,59686.384275,4599.985005,15.026465,4.8,306.432,61455.546402,2895.173598,9.448013,3.9,47504.282638,4272.9,17.330192,9731902.30956967,15647.8565232785
755,51,059,482202,51059482202,4822.02,Census Tract 4822.02,G5020,S,2186985,18454,51059482202,482202,0,482202,90.2,4.7,5.2,3437,0.023,0.068,79097,0.103,0.067,0.435,0.101,347.484137,72971.66877,47671.383599,25300.285171,72.8099,10.1,346.789863,56532.758021,16293.113209,46.982669,10.7,58402.997553,11973.04,35.727201,2205219.28710033,9321.90562083468
756,51,059,482002,51059482002,4820.02,Census Tract 4820.02,G5020,S,1884050,56976,51059482002,482002,0,482002,91.4,8.2,0.5,3638,0.055,0.013,131250,0.059,0.087,0.618,0.066,240.348108,50473.10268,34072.418861,16400.683819,68.237208,6.6,240.348108,40329.696111,10143.406569,42.202981,6.7,42491.354656,8160.65,33.833521,1940836.13170456,6098.07312506772
757,51,059,480902,51059480902,4809.02,Census Tract 4809.02,G5020,S,2389417,290,51059480902,480902,0,480902,89.5,6.7,3.8,3819,0.031,0.082,86885,0.084,0.357,0.523,0.053,202.407,42505.47,25577.227727,16928.242273,83.634668,5.3,202.407,32513.847248,9991.622752,49.364018,7.4,45571.908559,9734.95,36.963586,2389475.79833302,7171.37986286941
758,51,059,480903,51059480903,4809.03,Census Tract 4809.03,G5020,S,1178143,747,51059480903,480903,0,480903,94.3,4,1.7,3844,0.051,0.101,81533,0.135,0.407,0.461,0.071,272.924,57314.04,33764.752043,23549.287957,86.285149,7.1,273.196924,42780.717392,14590.636648,53.407031,9.8,63591.1095,13707.37,37.239384,1178772.94385406,4446.62586517657
759,51,059,480901,51059480901,4809.01,Census Tract 4809.01,G5020,S,2743491,9601,51059480901,480901,0,480901,92.1,5.2,2.7,7086,0.058,0.081,100625,0.147,0.385,0.67,0.049,347.214,72914.94,46502.01169,26412.92831,76.071035,4.9,347.214,55973.779039,16941.160961,48.791699,7.3,90005.288277,18546.44,35.879233,2752820.84547476,7656.44006940252
559,51,059,432701,51059432701,4327.01,Census Tract 4327.01,G5020,S,2020768,2108,51059432701,432701,0,432701,89.7,9.9,0.3,3428,0.074,0.02,161420,0.148,0.088,0.826,0.054,184.926888,38834.64648,31066.249863,7768.396617,42.007935,5.4,185.112,31605.066086,7268.453914,39.265169,4.6,24753.3111,6989.45,46.239972,2022681.7242672,8946.34699605019
560,51,059,432702,51059432702,4327.02,Census Tract 4327.02,G5020,S,1714600,5904,51059432702,432702,0,432702,91.3,6.3,2.4,4366,0.072,0.056,108555,0.261,0.187,0.757,0.078,340.548,71515.08,52816.030368,18699.049632,54.908705,7.8,340.548,52511.843872,19003.236128,55.801931,9.2,58756.93708,18600.34,50.493916,1720340.90412986,7827.06778246565
561,51,059,420203,51059420203,4202.03,Census Tract 4202.03,G5020,S,2010223,525,51059420203,420203,0,420203,88.9,11.1,0,2615,0.044,0.07,131250,0.122,0.079,0.896,0.049,128.135,26908.35,14219.345771,12689.004229,99.028402,4.9,128.135,14015.851625,12892.498375,100.616525,5.8,25219.068983,7898.35,50.084027,2010551.11837259,6114.35485731204
622,51,059,470500,51059470500,4705,Census Tract 4705,G5020,S,4179923,1050,51059470500,470500,0,470500,93.8,2.9,3.2,5746,0.036,0.023,153523,0.004,0.08,0.762,0.033,189.428382,39779.96022,38080.033497,1699.926723,8.973981,3.3,189.618,38333.190594,1486.589406,7.839917,3.5,33403.619878,7829.88,39.877157,4180560.68653997,9336.13900657598
623,51,059,470600,51059470600,4706,Census Tract 4706,G5020,S,2419147,13553,51059470600,470600,0,470600,91.5,5.1,3.4,2673,0.085,0.023,181786,0.007,0.032,0.748,0.058,155.034,32557.14,31365.793875,1191.346125,7.684418,5.8,155.189034,31529.382984,1060.314156,6.832404,7.1,32433.27122,8077.2,41.870947,2432463.94675802,6976.63622710452
624,51,059,470700,51059470700,4707,Census Tract 4707,G5020,S,3538990,11105,51059470700,470700,0,470700,89.8,7.4,2.8,5592,0.036,0.04,159583,0.038,0.068,0.893,0.026,145.392,30532.32,14981.192558,15551.127442,106.959994,2.6,145.392,17215.366001,13316.953999,91.593444,2.3,21179.624046,5820.08,45.26776,3549739.94743999,7918.44010963192
625,51,059,461700,51059461700,4617,Census Tract 4617,G5020,S,2307575,11731,51059461700,461700,0,461700,87.9,10.2,2,6756,0.049,0.037,102031,0.08,0.136,0.543,0.079,534.257724,112194.12204,57114.390793,55079.731247,103.095807,7.9,533.724,66905.406742,45176.633258,84.644185,7.5,78084.601492,25613.4,51.869985,2319076.08844111,7595.67647386438
689,51,059,491703,51059491703,4917.03,Census Tract 4917.03,G5020,S,1532029,14115,51059491703,491703,0,491703,93.5,5.8,0.6,4705,0.068,0.077,77077,0.196,0.105,0.142,0.158,742.64661,155955.7881,147454.505773,8501.282327,11.447278,15.8,742.64661,151619.921322,4335.866778,5.838398,15.5,126025.22986,24811.47,34.543375,1545985.75393615,5761.87344069642
690,51,059,430801,51059430801,4308.01,Census Tract 4308.01,G5020,S,2443877,8852,51059430801,430801,0,430801,91.8,8.2,0,4586,0.046,0.009,124034,0.052,0.136,0.908,0.026,119.236,25039.56,21772.500216,3267.059784,27.399945,2.6,119.355236,22147.563487,2917.036073,24.439951,2.5,16460.309451,6172.44,57.271543,2452488.91011234,9688.44473302644
691,51,059,430901,51059430901,4309.01,Census Tract 4309.01,G5020,S,1922971,0,51059430901,430901,0,430901,90.3,6.8,2.8,4691,0.068,0.027,97634,0.11,0.184,0.715,0.066,309.296394,64952.24274,56918.370021,8033.872719,25.974673,6.6,309.296394,57991.92662,6960.31612,22.503709,6.8,51821.555387,11567.37,38.321314,1922782.6870063,6189.63664193604
760,51,059,422403,51059422403,4224.03,Census Tract 4224.03,G5020,S,2156433,38697,51059422403,422403,0,422403,85.3,14.7,0,2551,0.031,0.034,122083,0.147,0.103,0.873,0.04,102.04,21428.4,14261.597689,7166.802311,70.235225,4,102.04,14474.575142,6953.824858,68.148029,5,18962.400623,6059.1,50.852701,2194915.46242731,8766.72334144543
761,51,059,481202,51059481202,4812.02,Census Tract 4812.02,G5020,S,3820315,33923,51059481202,481202,0,481202,78.7,19.8,1.4,5925,0.105,0.073,91182,0.189,0.361,0.605,0.088,520.8786,109384.506,74875.713992,34508.792008,66.251123,8.8,521.4,82935.234046,26558.765954,50.937411,13.6,145210.932842,27377.15,33.311693,3853853.43058255,8234.10003750921
762,51,059,430203,51059430203,4302.03,Census Tract 4302.03,G5020,S,1567445,0,51059430203,430203,0,430203,78.5,17.7,3.7,2793,0.066,0.061,137000,0.038,0.103,0.893,0.047,131.139729,27539.34309,17252.652115,10286.690975,78.440691,4.7,131.139729,19071.198422,8468.144668,64.573449,3.8,18449.164711,3320.28,32.029201,1567290.91542334,5777.30580981461
562,51,059,481701,51059481701,4817.01,Census Tract 4817.01,G5020,S,10455086,27688,51059481701,481701,0,481701,92.7,6.8,0.5,5994,0.033,0.007,193686,0.042,0.019,0.968,0.008,47.952,10069.92,7875.356335,2194.563665,45.765842,0.8,47.999952,8502.637187,1577.352733,32.861548,2.9,33590.978302,4112.21,22.904279,10481726.6256567,15244.2514088307
563,51,059,481702,51059481702,4817.02,Census Tract 4817.02,G5020,S,2740528,58764,51059481702,481702,0,481702,88.4,8.2,3.3,4297,0.027,0.038,98432,0.076,0.082,0.745,0.056,240.391368,50482.18728,42574.938492,7907.248788,32.893231,5.6,240.391368,44396.67076,6085.51652,25.315038,6.2,43154.921264,9667.22,38.433048,2799008.39826342,8254.15367581255
626,51,059,470800,51059470800,4708,Census Tract 4708,G5020,S,1972365,3852,51059470800,470800,0,470800,90.7,8.1,1.2,3103,0.027,0.011,139773,0.034,0.048,0.79,0.035,108.605,22807.05,13516.604573,9290.445427,85.543441,3.5,108.713605,15484.495856,7345.361194,67.566163,3.1,16432.188974,4432.36,44.611355,1976016.17262409,6978.84710075474
627,51,059,470900,51059470900,4709,Census Tract 4709,G5020,S,4411103,0,51059470900,470900,0,470900,85.2,14.8,0,7413,0.044,0.024,154398,0.011,0.059,0.827,0.034,252.042,52928.82,25890.899,27037.921,107.275458,3.4,252.042,30811.52695,22117.29305,87.752411,4.3,48783.233539,15302.68,50.144596,4410656.01962163,9620.6078336262
628,51,059,460100,51059460100,4601,Census Tract 4601,G5020,S,6566332,20154,51059460100,460100,0,460100,92.7,5.2,2,4623,0.039,0.016,195278,0.036,0.037,0.941,0.011,50.802147,10668.45087,9526.228637,1142.222233,22.483739,1.1,50.853,9716.017749,963.112251,18.939143,1,8202.346828,1468.15,31.881719,6585835.90225393,12419.4598783741
692,51,059,421102,51059421102,4211.02,Census Tract 4211.02,G5020,S,1565048,6389,51059421102,421102,0,421102,91,9,0,3765,0.032,0.057,116591,0.163,0.143,0.539,0.076,286.14,60089.4,34071.499764,26017.900236,90.927169,7.6,286.14,35728.381382,24361.018618,85.136711,9.1,58558.587981,14365.17,41.367671,1571286.93098178,5307.92248887544
693,51,059,430102,51059430102,4301.02,Census Tract 4301.02,G5020,S,1048049,109,51059430102,430102,0,430102,89.3,8.8,1.9,2708,0.05,0.016,96328,0.163,0.129,0.854,0.054,146.232,30708.72,28658.536835,2050.183165,14.020072,5.4,146.378232,29241.810954,1497.617766,10.231151,4.8,25054.216752,3875.38,28.13141,1048053.30971877,4801.9094099644
694,51,059,491404,51059491404,4914.04,Census Tract 4914.04,G5020,S,1564120,13022,51059491404,491404,0,491404,94.5,4.3,1.2,3701,0.02,0.032,124327,0.098,0.07,0.881,0.033,122.133,25647.93,15615.61362,10032.31638,82.142553,3.3,122.133,17487.208288,8160.721712,66.818319,0,0,0,0,1576987.68275491,5990.22652836138
695,51,059,491405,51059491405,4914.05,Census Tract 4914.05,G5020,S,1698092,13699,51059491405,491405,0,491405,94.4,5.6,0.1,3053,0.062,0.001,188689,0.098,0.055,0.967,0.023,70.289219,14760.73599,9852.182934,4908.553056,69.833655,2.3,70.289219,10874.1889,3886.54709,55.293645,3.2,16450.529082,3440.67,36.324651,1711618.14693437,6032.20575659603
763,51,059,482302,51059482302,4823.02,Census Tract 4823.02,G5020,S,769189,0,51059482302,482302,0,482302,84.5,10,5.5,4836,0.169,0.253,71208,0.276,0.337,0.4,0.19,918.84,192956.4,138457.974852,54498.425148,59.312204,19,919.75884,151511.748792,41637.607608,45.270136,19.4,155394.148434,30502.47,34.457428,769112.77856207,4935.03848089618
764,51,059,491501,51059491501,4915.01,Census Tract 4915.01,G5020,S,2562134,5899,51059491501,491501,0,491501,94.8,5.3,0,7047,0.028,0.023,112236,0.052,0.049,0.746,0.052,366.810444,77030.19324,67837.781888,9192.411352,25.060386,5.2,366.810444,71858.735115,5171.458125,14.098448,5.8,63820.24487,13924.7,37.612557,2567773.31747236,7124.86526585576
765,51,059,491801,51059491801,4918.01,Census Tract 4918.01,G5020,S,1147940,16587,51059491801,491801,0,491801,88.4,11.7,0,2141,0.022,0.147,76750,0.078,0.07,0.465,0.109,233.602369,49056.49749,43791.668445,5264.829045,22.537567,10.9,233.135631,45660.050636,3298.431874,14.148124,11.3,51750.273653,5011.89,18.542214,1164410.49887553,5727.37678688837
766,51,059,491704,51059491704,4917.04,Census Tract 4917.04,G5020,S,1335012,5782,51059491704,491704,0,491704,92.3,7.7,0,4814,0.052,0.082,84730,0.071,0.033,0.398,0.122,587.308,123334.68,114351.27975,8983.40025,15.295893,12.2,586.720692,117320.015132,5891.330188,10.041115,11.5,95662.677274,10573.17,20.900348,1340660.31490988,5354.32041663349
767,51,059,482503,51059482503,4825.03,Census Tract 4825.03,G5020,S,2964847,21711,51059482503,482503,0,482503,96.8,3.2,0,5045,0.034,0.047,189583,0.063,0.024,0.924,0.022,110.99,23307.9,15899.466977,7408.433023,66.748653,2.2,111.10099,17959.246293,5371.961607,48.352059,3.2,27755.5152,6167.04,38.177526,2986262.17803864,8804.60854455618
564,51,059,482602,51059482602,4826.02,Census Tract 4826.02,G5020,S,5721506,51041,51059482602,482602,0,482602,91.4,7.8,0.8,7069,0.054,0.016,151827,0.115,0.052,0.891,0.042,296.898,62348.58,49310.142904,13038.437096,43.915544,4.2,296.898,53319.905409,9028.674591,30.410022,2.9,37431.363571,3603.06,18.439199,5771967.3005288,11496.4045598912
565,51,059,482504,51059482504,4825.04,Census Tract 4825.04,G5020,S,4125032,53529,51059482504,482504,0,482504,94.7,5,0.3,5698,0.032,0.002,188372,0.016,0.049,0.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178141.98498243,8266.12950132429
566,51,059,481106,51059481106,4811.06,Census Tract 4811.06,G5020,S,3685856,13718,51059481106,481106,0,481106,94.8,4.9,0.2,5473,0.028,0.039,169268,0.038,0.035,0.903,0.022,120.285594,25259.97474,17296.447641,7963.527099,66.205161,2.2,120.285594,19412.928779,5847.045961,48.609694,1,9592.058959,1985.24,36.010177,3699203.36182226,8133.25381779515
567,51,059,420503,51059420503,4205.03,Census Tract 4205.03,G5020,S,744646,0,51059420503,420503,0,420503,68.8,31.3,0,2738,0.031,0.097,82706,0.223,0.258,0.392,0.096,263.110848,55253.27808,36498.860896,18754.417184,71.279528,9.6,262.848,36700.991532,18497.088468,70.371806,11.7,39717.999663,19446.56,69.024052,744572.819651102,5370.86428119943
568,51,059,422301,51059422301,4223.01,Census Tract 4223.01,G5020,S,1308305,1244,51059422301,422301,0,422301,87.2,9.1,3.7,2828,0.04,0.011,110536,0.141,0.128,0.619,0.066,186.648,39196.08,26659.024533,12537.055467,67.169514,6.6,186.648,26796.742114,12399.337886,66.431668,8,34589.520057,10468.08,48.78859,1309418.70143579,5012.7015749741
629,51,059,460900,51059460900,4609,Census Tract 4609,G5020,S,2722729,13653,51059460900,460900,0,460900,93.9,4.4,1.7,2376,0.032,0.003,158750,0.008,0.088,0.957,0.005,11.88,2494.8,1504.18862,990.61138,83.384796,0.5,11.86812,1699.227706,793.077494,66.824189,1.4,5927.469624,1240.25,36.33688,2736108.53619201,10364.3116390805
630,51,059,461000,51059461000,4610,Census Tract 4610,G5020,S,1682598,0,51059461000,461000,0,461000,83.3,13.9,2.8,2292,0.041,0.034,145391,0.065,0.053,0.823,0.043,98.556,20696.76,12546.005092,8150.754908,82.701763,4.3,98.556,14541.27758,6155.48242,62.456699,3.1,11322.421793,2791.26,41.531638,1682430.94216831,6333.94724593521
631,51,059,481600,51059481600,4816,Census Tract 4816,G5020,S,8635761,165986,51059481600,481600,0,481600,95.2,4.8,0,3465,0.04,0.014,199022,0.006,0.065,0.954,0.002,6.93,1455.3,1168.578556,286.721444,41.373946,0.2,6.92307,1238.40167,215.44303,31.11958,0,0,0,0,8800861.26023756,16389.5667330181
632,51,059,460200,51059460200,4602,Census Tract 4602,G5020,S,8104186,42412,51059460200,460200,0,460200,89.8,10.1,0,4151,0.063,0.027,200694,0.002,0.031,0.955,0.02,82.93698,17416.7658,9395.960628,8020.805172,96.709636,2,82.93698,10692.767688,6723.998112,81.073583,1.9,13300.924985,2758.83,36.074861,8145790.24803106,16884.4870282131
633,51,059,481400,51059481400,4814,Census Tract 4814,G5020,S,5580870,124621,51059481400,481400,0,481400,91.8,7.6,0.7,5828,0.048,0.11,113042,0.087,0.084,0.797,0.07,408.36796,85757.2716,65021.208678,20736.062922,50.777889,7,407.96,72534.942027,13136.657973,32.200848,6.7,59962.113182,22853.91,57.951595,5704924.49733444,16045.6824338176
634,51,059,481500,51059481500,4815,Census Tract 4815,G5020,S,4939224,16359,51059481500,481500,0,481500,88.6,11.4,0,2317,0.016,0.005,183125,0.054,0.041,0.97,0,0,0,0,0,0,0,0,0,0,0,0.7,2608.640338,751.78,46.980356,4955088.045422,14220.9140986944
635,51,059,481900,51059481900,4819,Census Tract 4819,G5020,S,10409688,141272,51059481900,481900,0,481900,95.4,4.2,0.3,5226,0.045,0.091,110917,0.14,0.077,0.546,0.097,506.415078,106347.16638,93047.709642,13299.456738,26.261968,9.7,506.922,95719.278611,10734.341389,21.175529,8.5,80734.54431,15137.81,33.15804,10549919.9368772,14327.3230407308
636,51,059,482100,51059482100,4821,Census Tract 4821,G5020,S,811957,112901,51059482100,482100,0,482100,91.5,5.7,2.9,3839,0.06,0.069,80642,0.11,0.204,0.6,0.084,322.798476,67787.67996,45903.647751,21884.032209,67.79472,8.4,322.476,54190.069892,13529.890108,41.95627,10.2,60151.534033,12376.59,35.835522,924768.274236,3975.91673093988
637,51,059,482400,51059482400,4824,Census Tract 4824,G5020,S,4449495,21629,51059482400,482400,0,482400,92,7.6,0.4,2465,0.02,0.03,190703,0.01,0.016,0.954,0.005,12.325,2588.25,2257.131332,331.118668,26.865612,0.5,12.325,2310.61072,277.63928,22.526514,0.2,743.049355,281.33,57.673361,4470680.35356323,12614.9837086855
696,51,059,432401,51059432401,4324.01,Census Tract 4324.01,G5020,S,1984778,0,51059432401,432401,0,432401,86.6,13.1,0.3,3350,0.042,0.008,165522,0.039,0.064,0.865,0.025,83.75,17587.5,16501.61385,1085.88615,12.965805,2.5,83.83375,16736.381671,868.705829,10.362245,3.1,19591.109627,2184.84,21.069872,1984586.90012973,5857.25256691453
